St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
2.387271,0.758978,-13.525789,2.704432,4.410744,-6.780759,-6.346159,-1.986039,10.84238,-2.161627,1.251679,11.74969,41.817532,-0.948754,-21.826744,51.261475,2.015299,-29.863501,-10.619793,3.400403,17.733898,-14.98525,0.37592,13.015985
2.363973,0.807085,-13.476024,2.736639,4.440929,-6.736623,-6.162076,-1.888672,10.849484,-1.998523,1.311762,11.751314,42.234459,-0.861519,-22.074114,51.464256,2.0818,-29.975155,-10.864829,3.265012,17.650597,-14.693442,0.334259,12.949896
2.341709,0.854637,-13.425773,2.767726,4.468704,-6.690549,-5.976541,-1.791133,10.852318,-1.831779,1.370875,11.753666,42.653473,-0.770839,-22.324986,51.67078,2.153872,-30.090984,-11.106068,3.132715,17.56045,-14.402158,0.295937,12.882097
2.320493,0.901567,-13.375011,2.797715,4.494087,-6.642461,-5.789561,-1.693651,10.851042,-1.661478,1.428972,11.756962,43.074654,-0.676509,-22.579695,51.881004,2.231591,-30.211443,-11.34318,3.004171,17.463947,-14.114191,0.262082,12.813209
2.300333,0.947828,-13.323709,2.826655,4.517148,-6.592289,-5.601158,-1.596435,10.845874,-1.487721,1.486035,11.761413,43.498013,-0.578334,-22.838598,52.094757,2.314954,-30.336845,-11.575804,2.880059,17.3617,-13.832221,0.233767,12.743937
2.281229,0.993402,-13.271832,2.854619,4.537994,-6.539983,-5.411353,-1.499666,10.83707,-1.310667,1.542058,11.767228,43.923508,-0.476126,-23.102074,52.31168,2.403869,-30.467346,-11.803579,2.761053,17.254421,-13.558831,0.211985,12.67507
2.263177,1.038291,-13.219342,2.881691,4.556763,-6.485518,-5.2202,-1.40351,10.824926,-1.130561,1.597032,11.774587,44.350971,-0.369733,-23.370449,52.531231,2.49814,-30.60288,-12.0261,2.64784,17.142923,-13.296512,0.197636,12.607471
2.24616,1.082527,-13.166189,2.907983,4.573621,-6.428876,-5.027736,-1.308096,10.80977,-0.947665,1.650968,11.783653,44.780212,-0.259018,-23.644054,52.752754,2.597508,-30.74324,-12.242973,2.541083,17.028099,-13.047508,0.191494,12.542036
2.230156,1.126167,-13.11232,2.933616,4.58876,-6.370046,-4.834015,-1.213529,10.791954,-0.762284,1.703878,11.794566,45.210918,-0.143888,-23.923149,52.975487,2.701643,-30.888048,-12.453777,2.441429,16.910925,-12.813849,0.194202,12.479671
2.215136,1.169285,-13.057666,2.958723,4.602374,-6.30904,-4.639099,-1.119887,10.771851,-0.5748,1.755761,11.807416,45.642696,-0.02429,-24.207922,53.198521,2.810128,-31.036722,-12.658075,2.349496,16.79245,-12.597347,0.206261,12.421299
2.201061,1.211982,-13.002148,2.983448,4.614669,-6.245861,-4.443049,-1.02722,10.749843,-0.385586,1.806626,11.822262,46.07505,0.099782,-24.49847,53.42094,2.922521,-31.188583,-12.855422,2.265865,16.673756,-12.399462,0.228021,12.367792
2.18789,1.254368,-12.945685,3.007937,4.625845,-6.18053,-4.245961,-0.935562,10.726322,-0.195091,1.856463,11.839106,46.507343,0.228269,-24.794741,53.641727,3.0383,-31.342773,-13.045325,2.191079,16.555988,-12.221404,0.259679,12.319991
2.175573,1.296572,-12.88818,3.032342,4.636095,-6.113057,-4.047911,-0.844914,10.701682,-0.003748,1.905263,11.8579,46.938889,0.361073,-25.096582,53.859905,3.156928,-31.498371,-13.227298,2.125622,16.440283,-12.064021,0.301286,12.278654
